Brands,Models,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),price(in lakhs)
Maruti,Swift VDI BSIV,2014,Comprehensive,Diesel,5,85692,First Owner,Manual,2014,25.2,1248.0,1248.0,3.47
Tata,Nexon XM BSVI,2021,Third Party insurance,Petrol,5,6500,First Owner,Manual,2021,17.33,1199.0,1199.0,7.98
Hyundai,Venue SX Turbo,2021,Comprehensive,Petrol,5,35080,First Owner,Manual,2021,18.27,998.0,998.0,8.99
Volkswagen,Polo 1.2 MPI Comfortline,2016,Comprehensive,Petrol,5,77727,First Owner,Manual,2016,16.2,1199.0,1199.0,3.77
Hyundai,i20 Sportz 1.2,2014,Comprehensive,Petrol,5,43000,First Owner,Manual,2014,18.5,1197.0,1197.0,3.49
Hyundai,Grand i10 Sportz Petrol BSIV,2019,Comprehensive,Petrol,5,30000,First Owner,Manual,2019,18.9,1197.0,1197.0,4.25
Mahindra,NuvoSport N6,2016,Comprehensive,Diesel,7,42364,First Owner,Manual,2016,17.45,1493.0,1493.0,4.5
Honda,Brio VX AT,2015,Comprehensive,Petrol,5,7000,Second Owner,Automatic,2015,16.5,1198.0,1198.0,4.95
Honda,Jazz 1.2 V i VTEC,2016,Comprehensive,Petrol,5,54000,First Owner,Manual,2016,18.7,1199.0,1199.0,3.95
Maruti,Swift Dzire VXi,2009,Comprehensive,Petrol,5,45000,First Owner,Manual,2009,17.5,1298.0,1298.0,2.25
Maruti,Swift Dzire VXI,2013,Comprehensive,Petrol,5,44018,First Owner,Manual,2013,19.1,1197.0,1197.0,3.45
Honda,Civic VX,2020,Third Party insurance,Petrol,5,18500,First Owner,Automatic,2020,16.5,1799.0,1799.0,12.9
Hyundai,Santro Xing GLS,2011,Comprehensive,Petrol,5,43002,First Owner,Manual,2011,17.92,1086.0,1086.0,1.75
Mercedes-Benz,GLC 200,2020,Third Party insurance,Petrol,5,13200,First Owner,Automatic,2020,12.74,1991.0,1991.0,50.0
Renault,KWID 1.0 RXT Optional,2019,Comprehensive,Petrol,5,69381,First Owner,Manual,2019,23.01,999.0,999.0,3.27
Hyundai,Creta 1.6 CRDi SX Option,2015,Comprehensive,Diesel,5,64275,First Owner,Manual,2015,19.67,1582.0,1582.0,6.28
Mahindra,Thar LX 4-Str Convert Top AT BSVI,2021,Comprehensive,Petrol,4,7421,First Owner,Automatic,2021,15.2,1997.0,1997.0,12.49
Honda,City ZX CVT,2021,Comprehensive,Petrol,5,5252,First Owner,Automatic,2021,18.3,1498.0,1498.0,12.07
Toyota,Etios V,2015,Comprehensive,Petrol,5,63663,First Owner,Manual,2014,16.78,1496.0,1496.0,3.41
Honda,City i VTEC VX,2015,Comprehensive,Petrol,5,60545,First Owner,Manual,2015,17.8,1497.0,1497.0,5.55
Honda,Amaze S i-VTEC,2016,Comprehensive,Petrol,5,85602,First Owner,Manual,2016,17.8,1198.0,1198.0,3.33
Toyota,Fortuner 2.8 4WD AT BSIV,2019,Comprehensive,Diesel,7,35902,First Owner,Automatic,2019,15.04,2755.0,2755.0,28.0
Hyundai,Creta 1.6 SX Option,2018,Comprehensive,Petrol,5,87172,First Owner,Manual,2018,15.8,1591.0,1591.0,7.88
Volkswagen,Polo Petrol Highline 1.2L,2014,Comprehensive,Petrol,5,52950,Second Owner,Manual,2014,16.47,1198.0,1198.0,3.72
Hyundai,Verna 1.6 VTVT S,2016,Comprehensive,Petrol,5,42005,First Owner,Manual,2016,17.01,1591.0,1591.0,4.71
Hyundai,Creta 1.6 SX Option,2018,Comprehensive,Petrol,5,64000,First Owner,Manual,2018,15.8,1591.0,1591.0,8.25
Hyundai,Verna VTVT 1.6 SX Option,2019,Comprehensive,Petrol,5,32000,First Owner,Manual,2019,17.0,1591.0,1591.0,8.25
Hyundai,Creta 1.6 SX Option,2018,Comprehensive,Petrol,5,65000,First Owner,Manual,2018,15.8,1591.0,1591.0,8.5
Hyundai,Elantra 2.0 SX,2018,Comprehensive,Petrol,5,21000,First Owner,Manual,2018,14.59,1999.0,1999.0,8.85
Toyota,Corolla Altis 1.8 G CVT,2016,Comprehensive,Petrol,5,39450,First Owner,Automatic,2016,14.28,1798.0,1798.0,8.15
Hyundai,Elantra 2.0 SX,2019,Comprehensive,Petrol,5,32000,First Owner,Manual,2017,14.59,1999.0,1999.0,8.85
Honda,WR-V i-VTEC VX,2018,Comprehensive,Petrol,5,60314,First Owner,Manual,2018,17.5,1199.0,1199.0,5.75
Hyundai,Verna VTVT 1.4 EX,2018,Comprehensive,Petrol,5,4000,First Owner,Manual,2018,19.1,1368.0,1368.0,7.49
Maruti,Ciaz Delta Diesel,2017,Comprehensive,Diesel,5,65000,First Owner,Automatic,2017,28.09,1248.0,1248.0,5.25
Hyundai,Creta 1.6 CRDi SX Option,2015,Comprehensive,Diesel,5,78019,First Owner,Manual,2015,19.67,1582.0,1582.0,6.39
Renault,Duster RXZ,2020,Comprehensive,Petrol,5,42970,First Owner,Manual,2020,16.42,1498.0,1498.0,7.64
Toyota,Innova 2.5 GX 7 STR BSIV,2010,Comprehensive,Diesel,7,176000,First Owner,Manual,2010,12.8,2494.0,2494.0,4.4
Maruti,Wagon R VXI 1.2,2019,Comprehensive,Petrol,5,24100,First Owner,Manual,2019,20.52,1197.0,1197.0,4.74
Maruti,Baleno 1.2 Alpha,2015,Comprehensive,Petrol,5,51123,First Owner,Manual,2015,21.4,1197.0,1197.0,4.71
Skoda,Octavia Ambition 1.4 TSI MT,2016,Comprehensive,Petrol,5,66000,First Owner,Manual,2016,16.8,1395.0,1395.0,5.95
Maruti,Baleno 1.3 Zeta,2016,Comprehensive,Diesel,5,48405,First Owner,Manual,2015,27.39,1248.0,1248.0,4.98
Audi,A6 2.0 TDI Premium Plus,2013,Comprehensive,Diesel,5,52305,First Owner,Automatic,2013,17.68,1968.0,1968.0,10.75
Hyundai,Grand i10 CRDi Asta,2015,Comprehensive,Diesel,5,46488,Second Owner,Manual,2015,24.0,1120.0,1120.0,3.71
Hyundai,i20 Diesel Sportz,2019,Comprehensive,Diesel,5,71842,First Owner,Manual,2018,22.54,1396.0,1396.0,5.29
Honda,City i DTEC SV,2014,Comprehensive,Diesel,5,91000,Third Owner,Manual,2014,26.0,1498.0,1498.0,3.95
Hyundai,i20 Magna 1.4 CRDi (Diesel),2013,Comprehensive,Diesel,5,51334,First Owner,Manual,2013,21.9,1396.0,1396.0,2.8
Toyota,Fortuner 2.8 2WD AT BSIV,2016,Comprehensive,Diesel,7,72560,First Owner,Automatic,2016,12.9,2755.0,2755.0,16.7
Hyundai,Santro Sportz BSIV,2018,Comprehensive,Petrol,5,68000,First Owner,Manual,2018,20.3,1086.0,1086.0,3.85
Maruti,Swift Dzire VXI,2014,Comprehensive,Petrol,5,45000,First Owner,Manual,2014,22.41,1197.0,1197.0,3.6
Mitsubishi,Cedia Sports,2013,Comprehensive,Petrol,5,44000,First Owner,Manual,2013,13.17,1999.0,1999.0,3.95
Skoda,Superb LK 1.8 TSI AT,2016,Comprehensive,Petrol,5,47000,First Owner,Automatic,2016,14.67,1798.0,1798.0,10.95
Toyota,Fortuner 4x2 AT,2016,Comprehensive,Diesel,7,92044,First Owner,Automatic,2016,12.55,2982.0,2982.0,16.5
Audi,Q7 45 TDI Quattro Technology,2018,Third Party insurance,Diesel,7,40000,First Owner,Automatic,2018,14.75,2967.0,2967.0,46.0
Honda,City i VTEC VX,2015,Comprehensive,Petrol,5,60545,First Owner,Manual,2015,17.4,1497.0,1497.0,5.5
Maruti,Swift Dzire VXI,2014,Comprehensive,Petrol,5,68619,Second Owner,Manual,2013,19.1,1197.0,1197.0,3.44
Audi,Q5 30 TDI quattro Premium,2014,Comprehensive,Diesel,5,34452,First Owner,Automatic,2014,14.16,1968.0,1968.0,16.75
Hyundai,Grand i10 1.2 CRDi Sportz,2017,Comprehensive,Diesel,5,40326,First Owner,Manual,2017,24.0,1186.0,1186.0,5.22
Datsun,GO T Option,2019,Comprehensive,Petrol,5,40021,First Owner,Manual,2019,19.02,1198.0,1198.0,3.92
Maruti,Wagon R VXI 1.2,2020,Third Party insurance,Petrol,5,7962,First Owner,Manual,2019,20.52,1197.0,1197.0,4.89
Toyota,Innova 2.5 VX 7 STR BSIV,2012,Comprehensive,Diesel,7,260000,First Owner,Manual,2012,12.8,2494.0,2494.0,6.25
Nissan,Micra Active XV,2018,Comprehensive,Petrol,5,44508,First Owner,Manual,2018,19.69,1198.0,1198.0,3.38
Hyundai,Elantra SX AT,2014,Comprehensive,Petrol,5,58958,First Owner,Automatic,2014,14.5,1797.0,1797.0,5.25
Maruti,Ignis 1.2 Zeta BSIV,2018,Third Party insurance,Petrol,5,44000,Second Owner,Manual,2018,20.89,1197.0,1197.0,4.65
Toyota,Urban cruiser Premium,2022,Comprehensive,Petrol,5,48188,First Owner,Manual,2022,17.03,1462.0,1462.0,8.25
Hyundai,i10 Sportz,2009,Comprehensive,Petrol,5,55000,First Owner,Manual,2009,20.36,1197.0,1197.0,1.51
Hyundai,Creta 1.6 CRDi AT SX Plus,2019,Comprehensive,Diesel,5,23000,First Owner,Automatic,2019,17.01,1582.0,1582.0,10.5
MG,Hector Sharp AT BSIV,2020,Comprehensive,Petrol,5,38502,First Owner,Automatic,2020,13.96,1451.0,1451.0,13.75
Hyundai,Creta 1.6 CRDi SX Plus,2017,Comprehensive,Diesel,5,35000,First Owner,Manual,2017,19.67,1582.0,1582.0,7.5
Kia,Seltos GTX Plus,2020,Comprehensive,Petrol,5,43487,First Owner,Manual,2020,16.5,1353.0,1353.0,13.5
Maruti,Vitara Brezza ZDi Plus AMT Dual Tone,2018,Comprehensive,Diesel,5,32000,First Owner,Automatic,2018,24.3,1248.0,1248.0,7.5
Mercedes-Benz,GLA Class 200 d Sport,2019,Third Party insurance,Diesel,5,14400,First Owner,Automatic,2019,17.9,2143.0,2143.0,24.0
Maruti,A-Star Vxi,2012,Comprehensive,Petrol,5,60467,First Owner,Manual,2012,19.0,998.0,998.0,2.8
Hyundai,i10 Sportz 1.1L,2014,Comprehensive,Petrol,5,65017,Second Owner,Manual,2014,19.81,1086.0,1086.0,2.25
Maruti,Swift Dzire ZXI 1.2,2017,Comprehensive,Petrol,5,38015,First Owner,Manual,2017,21.21,1197.0,1197.0,5.47
Toyota,Etios Liva 1.2 V,2017,Comprehensive,Petrol,5,49134,First Owner,Manual,2017,17.71,1197.0,1197.0,4.42
Maruti,Wagon R VXI AMT,2016,Comprehensive,Petrol,5,37100,Second Owner,Automatic,2016,21.79,998.0,998.0,3.1
Hyundai,i20 Asta Opt Turbo DCT BSVI,2021,Comprehensive,Petrol,5,69977,First Owner,Automatic,2021,20.28,998.0,998.0,8.69
Nissan,Micra CVT XV,2017,Comprehensive,Petrol,5,16937,First Owner,Automatic,2017,19.34,1198.0,1198.0,3.25
Mahindra,XUV500 W7 BSIV,2018,Comprehensive,Diesel,7,51441,First Owner,Manual,2018,15.1,2179.0,2179.0,10.71
Maruti,Swift Dzire AMT ZXI,2017,Comprehensive,Petrol,5,53947,First Owner,Automatic,2017,21.21,1197.0,1197.0,5.62
Kia,Seltos GTX Option,2020,Comprehensive,Petrol,5,30000,First Owner,Manual,2020,16.5,1353.0,1353.0,13.2
Hyundai,i20 Asta 1.2,2015,Third Party insurance,Petrol,5,40909,First Owner,Manual,2015,18.6,1197.0,1197.0,4.35
Mahindra,TUV 300 T6 Plus,2019,Comprehensive,Diesel,7,70000,First Owner,Manual,2019,18.49,1493.0,1493.0,5.75
Maruti,Swift Dzire 1.2 Vxi BSIV,2011,Comprehensive,Petrol,5,69000,Second Owner,Manual,2011,17.5,1197.0,1197.0,2.25
Honda,Jazz 1.2 SV i VTEC,2017,Comprehensive,Petrol,5,28662,First Owner,Manual,2017,18.7,1199.0,1199.0,3.85
Tata,Harrier XTA Plus AT BSVI,2021,Comprehensive,Diesel,5,46912,First Owner,Automatic,2021,14.6,1956.0,1956.0,16.25
Volkswagen,Vento Petrol Comfortline,2013,Comprehensive,Petrol,5,65000,First Owner,Manual,2013,15.04,1598.0,1598.0,2.5
Mercedes-Benz,C-Class C 220 CDI Avantgarde,2013,Comprehensive,Diesel,5,40238,First Owner,Automatic,2013,19.27,2143.0,2143.0,12.5
Volkswagen,Ameo 1.5 TDI Comfortline,2020,Comprehensive,Diesel,5,52000,First Owner,Manual,2020,21.66,1498.0,1498.0,4.45
Hyundai,Santro Asta,2021,Comprehensive,Petrol,5,22873,First Owner,Manual,2021,20.3,1086.0,1086.0,4.73
Maruti,A-Star Zxi,2012,Comprehensive,Petrol,5,77389,First Owner,Manual,2012,19.0,998.0,998.0,2.27
Maruti,Swift VVT VXI,2018,Comprehensive,Petrol,5,32000,First Owner,Manual,2018,22.0,1197.0,1197.0,5.3
Skoda,Rapid 1.5 TDI AT Style Plus,2016,Comprehensive,Diesel,5,88935,First Owner,Automatic,2016,21.66,1498.0,1498.0,4.85
Nissan,Micra Active XV,2018,Comprehensive,Petrol,5,53681,Second Owner,Manual,2018,19.69,1198.0,1198.0,3.04
Mahindra,Bolero ZLX,2018,Third Party insurance,Diesel,7,60000,First Owner,Manual,2018,15.96,2523.0,2523.0,5.65
Hyundai,i20 Active 1.4 SX,2015,Comprehensive,Diesel,5,49441,First Owner,Manual,2015,21.19,1396.0,1396.0,4.89
Toyota,Innova Crysta 2.4 VX MT BSIV,2019,Comprehensive,Diesel,7,41000,First Owner,Manual,2019,13.68,2393.0,2393.0,16.95
Maruti,Ciaz S,2021,Comprehensive,Petrol,5,23838,First Owner,Manual,2021,20.65,1462.0,1462.0,8.85
Skoda,Octavia L and K 1.9 TDI MT,2021,Comprehensive,Diesel,5,26719,First Owner,Manual,2021,16.4,1896.0,1896.0,7.89
Mahindra,TUV 300 mHAWK100 T8,2017,Comprehensive,Diesel,7,27236,Second Owner,Manual,2017,18.49,1493.0,1493.0,6.5
Honda,City i DTEC VX,2015,Comprehensive,Diesel,5,41080,First Owner,Manual,2015,25.1,1498.0,1498.0,5.9
Toyota,Etios 1.4 VXD,2016,Comprehensive,Diesel,5,72793,First Owner,Manual,2016,23.59,1364.0,1364.0,4.55
Hyundai,i10 Sportz,2014,Comprehensive,Petrol,5,64000,Third Owner,Manual,2014,20.36,1197.0,1197.0,2.35
Jaguar,F-Pace Prestige 2.0 AWD,2020,Third Party insurance,Diesel,5,30000,First Owner,Automatic,2020,16.38,1999.0,1999.0,39.0
Maruti,Ignis Zeta,2017,Comprehensive,Petrol,5,32002,First Owner,Manual,2017,20.89,1197.0,1197.0,4.41
Renault,Duster 85PS Diesel RxS,2018,Comprehensive,Diesel,5,105000,First Owner,Manual,2018,19.87,1461.0,1461.0,5.25
BMW,3 Series 320d,2017,Third Party insurance,Diesel,5,30000,First Owner,Automatic,2017,22.69,1995.0,1995.0,16.0
Maruti,Wagon R VXI 1.2,2020,Comprehensive,Petrol,5,20827,First Owner,Manual,2020,20.52,1197.0,1197.0,4.6
Mahindra,Bolero mHAWK D70 ZLX,2017,Third Party insurance,Diesel,7,37852,Second Owner,Manual,2017,16.5,1493.0,1493.0,6.75
Tata,Harrier XZA AT BSVI,2022,Comprehensive,Diesel,5,16683,First Owner,Automatic,2022,14.6,1956.0,1956.0,19.24
Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2017,Comprehensive,Petrol,5,32230,First Owner,Manual,2017,18.9,1197.0,1197.0,5.13
BMW,5 Series 520d Luxury Line,2022,Comprehensive,Diesel,5,11000,First Owner,Automatic,2022,20.37,1995.0,1995.0,69.5
Volkswagen,Taigun 1.0 TSI Topline AT BSVI,2022,Comprehensive,Petrol,5,10400,First Owner,Automatic,2022,18.41,999.0,999.0,16.35
Hyundai,Grand i10 Nios Asta,2022,Comprehensive,Petrol,5,23748,First Owner,Manual,2022,20.7,1197.0,1197.0,6.55
Honda,Amaze V CVT Petrol,2018,Comprehensive,Petrol,5,13513,First Owner,Automatic,2018,18.3,1199.0,1199.0,7.65
Tata,Nexon XZA Plus AMT BSVI,2022,Third Party insurance,Petrol,5,12952,First Owner,Automatic,2022,17.05,1199.0,1199.0,10.99
Hyundai,Grand i10 Sportz,2014,Comprehensive,Petrol,5,22672,First Owner,Manual,2014,18.9,1197.0,1197.0,3.84
Maruti,Wagon R VXI BS IV,2012,Comprehensive,Petrol,5,23000,First Owner,Manual,2012,18.9,998.0,998.0,2.9
Hyundai,i20 Sportz 1.2,2017,Comprehensive,Petrol,5,41048,First Owner,Manual,2017,18.6,1197.0,1197.0,5.48
BMW,5 Series 520d Luxury Line,2021,Comprehensive,Diesel,5,10000,First Owner,Automatic,2021,20.37,1995.0,1995.0,58.75
Hyundai,i10 Sportz,2013,Comprehensive,Petrol,5,1800,First Owner,Manual,2013,20.36,1197.0,1197.0,3.15
Jeep,Compass 1.4 Limited Plus BSIV,2019,Comprehensive,Petrol,5,34000,First Owner,Automatic,2019,16.0,1368.0,1368.0,17.5
Maruti,Baleno 1.2 Zeta,2016,Third Party insurance,Petrol,5,40000,First Owner,Manual,2016,21.4,1197.0,1197.0,4.7
Toyota,Urban cruiser Premium AT,2021,Zero Dep,Petrol,5,30000,First Owner,Automatic,2021,18.76,1462.0,1462.0,11.4
Hyundai,Grand i10 Sportz,2018,Comprehensive,Petrol,5,22700,First Owner,Manual,2018,18.9,1197.0,1197.0,5.45
BMW,X7 xDrive 40i M Sport,2019,Comprehensive,Petrol,7,28000,First Owner,Automatic,2019,10.54,2998.0,2998.0,99.0
Hyundai,Creta 1.6 VTVT AT SX Plus,2018,Comprehensive,Petrol,5,29146,First Owner,Automatic,2018,13.0,1591.0,1591.0,11.35
Maruti,Baleno Alpha AMT BSVI,2022,Comprehensive,Petrol,5,5500,First Owner,Automatic,2022,22.94,1197.0,1197.0,9.35
Hyundai,i10 Sportz,2014,Comprehensive,Petrol,5,35925,Second Owner,Manual,2014,20.36,1197.0,1197.0,3.14
Maruti,Wagon R VXI AMT,2018,Comprehensive,Petrol,5,57999,First Owner,Automatic,2018,21.79,998.0,998.0,4.59
Maruti,Baleno 1.2 Alpha,2017,Comprehensive,Petrol,5,14352,Second Owner,Manual,2017,21.4,1197.0,1197.0,5.87
Maruti,Ertiga VXI CNG,2014,Comprehensive,CNG,7,49999,First Owner,Manual,2014,22.8,1373.0,1373.0,6.34
Maruti,Baleno 1.2 Zeta,2018,Comprehensive,Petrol,5,21194,First Owner,Manual,2018,21.4,1197.0,1197.0,6.37
Maruti,Vitara Brezza ZDi AMT,2020,Comprehensive,Diesel,5,24000,First Owner,Automatic,2020,24.3,1248.0,1248.0,9.95
Honda,City 1.5 V MT,2010,Comprehensive,Petrol,5,32000,First Owner,Manual,2010,17.0,1497.0,1497.0,2.4
Volvo,XC 90 B6 Inscription 7STR,2022,Third Party insurance,Petrol,7,10000,First Owner,Automatic,2022,17.2,1969.0,1969.0,85.0
Maruti,Baleno Zeta,2020,Comprehensive,Petrol,5,13519,First Owner,Manual,2020,21.01,1197.0,1197.0,6.94
Hyundai,Creta 1.6 VTVT AT SX Plus,2017,Comprehensive,Petrol,5,45017,First Owner,Automatic,2017,13.0,1591.0,1591.0,8.75
Maruti,Swift VXI BSIV,2013,Comprehensive,Petrol,5,78308,First Owner,Manual,2013,22.0,1197.0,1197.0,3.57
Honda,Jazz V CVT,2017,Third Party insurance,Petrol,5,79852,First Owner,Automatic,2017,18.2,1199.0,1199.0,5.69
Hyundai,EON Magna Plus,2016,Zero Dep,Petrol,5,18049,First Owner,Manual,2016,21.1,814.0,814.0,3.15
Volkswagen,Taigun 1.0 TSI Topline ES,2022,Comprehensive,Petrol,5,19500,First Owner,Manual,2022,19.87,999.0,999.0,16.21
Audi,Q5 35TDI,2018,Comprehensive,Diesel,5,35000,First Owner,Automatic,2018,17.01,1968.0,1968.0,41.99
Maruti,Ignis Zeta BSVI,2021,Comprehensive,Petrol,5,7643,First Owner,Manual,2021,20.89,1197.0,1197.0,6.19
Hyundai,i20 Magna 1.2,2015,Third Party insurance,Petrol,5,12000,First Owner,Manual,2015,18.6,1197.0,1197.0,5.31
Hyundai,Grand i10 AT Asta,2015,Comprehensive,Petrol,5,22316,First Owner,Automatic,2014,18.9,1197.0,1197.0,4.54
Maruti,Baleno Zeta CVT,2021,Comprehensive,Petrol,5,35000,First Owner,Automatic,2021,19.56,1197.0,1197.0,8.45
BMW,X7 xDrive 40i M Sport,2021,Zero Dep,Petrol,7,7000,First Owner,Automatic,2021,10.54,2998.0,2998.0,1.15
MG,Hector Sharp Diesel MT,2020,Third Party insurance,Diesel,5,40000,First Owner,Manual,2020,17.41,1956.0,1956.0,17.0
Honda,City i VTEC SV,2016,Comprehensive,Petrol,5,38671,Second Owner,Manual,2016,17.8,1497.0,1497.0,6.25
Hyundai,i20 1.2 Sportz Option,2012,Third Party insurance,Petrol,5,49303,Second Owner,Manual,2012,17.0,1197.0,1197.0,2.8
Nissan,Sunny XL CVT,2014,Comprehensive,Petrol,5,65000,First Owner,Automatic,2014,17.97,1498.0,1498.0,2.95
Audi,Q3 30 TFSI Premium FWD,2018,Comprehensive,Petrol,5,68000,First Owner,Automatic,2018,16.9,1395.0,1395.0,24.99
Hyundai,Venue SX Turbo,2019,Comprehensive,Petrol,5,17536,First Owner,Manual,2019,18.27,998.0,998.0,9.7
Honda,Jazz 1.2 V i VTEC,2017,Third Party insurance,Petrol,5,30400,First Owner,Manual,2017,18.7,1199.0,1199.0,5.35
Maruti,SX4 S Cross DDiS 200 Zeta,2015,Comprehensive,Diesel,5,80100,First Owner,Manual,2015,23.65,1248.0,1248.0,6.25
Hyundai,Verna SX IVT,2021,Comprehensive,Petrol,5,10773,First Owner,Automatic,2021,18.45,1497.0,1497.0,11.85
Tata,Tigor XZA Plus,2020,Zero Dep,Petrol,5,10957,First Owner,Automatic,2020,20.3,1199.0,1199.0,7.53
Tata,Tiago XZ,2022,Comprehensive,Petrol,5,19000,First Owner,Manual,2022,20.09,1199.0,1199.0,7.45
Hyundai,Verna 1.6 SX CRDI (O) AT,2015,Third Party insurance,Diesel,5,87900,Second Owner,Automatic,2015,22.32,1582.0,1582.0,6.5
Maruti,Ignis Zeta AMT BSVI,2022,Comprehensive,Petrol,5,16100,First Owner,Automatic,2021,20.89,1197.0,1197.0,6.44
Toyota,Etios Cross 1.4L VD,2016,Comprehensive,Diesel,5,48650,First Owner,Manual,2016,23.59,1364.0,1364.0,5.25
Hyundai,Creta 1.6 SX Automatic,2018,Comprehensive,Petrol,5,29252,First Owner,Automatic,2018,14.8,1591.0,1591.0,11.05
Honda,Jazz V CVT,2018,Comprehensive,Petrol,5,19446,First Owner,Automatic,2018,18.2,1199.0,1199.0,6.5
Maruti,Ertiga VXI CNG,2022,Third Party insurance,CNG,7,26500,First Owner,Manual,2022,26.11,1462.0,1462.0,11.5
Honda,WR-V i-VTEC S,2017,Comprehensive,Petrol,5,49000,First Owner,Manual,2017,17.5,1199.0,1199.0,5.85
Volkswagen,Polo 1.0 MPI Comfortline,2018,Comprehensive,Petrol,5,40000,Second Owner,Manual,2018,18.78,999.0,999.0,4.75
Maruti,Swift Dzire VXI,2018,Comprehensive,Petrol,5,34756,First Owner,Manual,2018,20.85,1197.0,1197.0,6.1
